"estacion","nombre","latitud","longitud"
"CGUERRERO","Ciudad Guerrero, Chih. INIFAP*",28.544444,-107.47
"CGVDR","Ciudad Guadalupe Victoria, Dgo.",24.4375,-104.121111
"CGZJL","Observatorio de Ciudad Guzmán, Jal.",19.697778,-103.465278
"CH2MX","Chapingo, Méx.",19.483333,-98.884722
"CHACALAPA","Chacalapa, Oax. INIFAP*",16.052778,-97.58
"CHACAMAX","Chacamax, Chis. SGT*",17.472222,-91.703333
"CHACH","Ciudad Chihuahua, Chih.",28.656944,-106.085278
"CHACP","Chajul, Chis.",16.083333,-90.95
"CHAJL","Chapala 1, Jal. SMN*",20.290278,-103.201944
"CHAMC","Chaparaco, Mich.",19.973611,-102.265278
"CHAMELA","Chamela-Cuixmala, Jal. SMN*",19.498611,-105.044722
"CHAMETLA","Chametla, Sin. INIFAP*",22.91,-105.875
"CHAMX","Chalco, Méx. SMN*",19.258333,-98.895833
"CHAPALA","Chapala, Jal. *",20.290278,-103.201667
"CHAPALA1","Chapala 1, Jal. SMN*",20.290556,-103.201944
"CHAPALAGANACFE","Chapalagana, Nay. CFE*",21.942778,-104.500556
"CHAPARRAL","Chaparral, Son. REMAS*",30.6,-112.155
"CHAPARROSA","Chaparrosa, Zac. INIFAP*",23.039167,-102.271667
"CHAPINGO","Chapingo, Méx. SGT*",19.494167,-98.888611
"CHAPINGODF","Chapingo, Méx. SGT*",19.485833,-98.885
"CHAPLAGO","Planta de bombeo Churubusco Lago, Cd. de Méx. SACMEX*",19.442222,-99.047222
"CHAPOTITA","Chapotita, Mich. INIFAP*",19.121111,-102.868333
"CHAPULTENANGO","Chapultenango, Chis. SGT*",17.341389,-93.131389
"CHARCAS","Charcas, S.L.P. INIFAP*",23.115833,-101.103056
"CHAVEZTALAMANTE","Chávez Talamantes, Sin. INIFAP*",26.326111,-109.028056
"CHAYABE","Finca Chayabé, Chis. SGT*",16.383056,-91.710278
"CHAYC","Chanchichimila, Yuc.",20.389444,-88.473333
"CHAZC","El Chaligüe, Zac.",21.667222,-103.456944
"CHAZUMBA","Chazumba, Oax. INIFAP*",18.183333,-97.671944
"CHCPB","Chilac, Pue.",18.316389,-97.360833
"CHCSO","Chiculi, Son.",27.776667,-109.904444
"CHCYC","Chancenote, Yuc.",20.991944,-87.783611
"CHDMX","Colonia Hidalgo, Méx.",18.795833,-99.4675
"CHDOX","Chilapa de Díaz, Oax.",17.57,-97.616667
"CHENALHO","Chenalhó, Chis. SGT*",16.894167,-92.626389
"CHEQR","Chetumal, Q. Roo. SMN*",18.500833,-88.327778
"CHETUMAL","CHETUMAL, QROO",18.500833,-88.327778
"CHETUMALob","Observatorio de Chetumal, Q. Roo. SMN*",18.500556,-88.3275
"CHEYC","Chemax, Yuc.",20.653889,-87.945278
"CHFJL","El Chiflón, Jal.",19.627778,-104.555278
"CHHMX","Chihuahua, Méx.",19.370833,-98.855556
"CHHQR","Chetumal Hospital Morelos, Q. Roo",18.501667,-88.298056
"CHIAG","El Chichimeco, Ags.",22,-102.370833
"CHIAPACORZO","Chiapa de Corzo, Chis. SGT*",16.706389,-93.019167
"CHIAPILLA","Villa de Chiapilla, Chis. SGT*",16.578056,-92.715556
"CHICH","Chínipas, Chih. SMN*",27.392222,-108.535556
"CHICHIHUALCO","CHICHIHUALCO GRO.",17.661389,-99.675556
"CHICOASENCFE","Chicoasén, Chis. CFE*",16.941389,-93.100833
"CHICOMAPA","CHICOMAPA CFE, VER.",18.563333,-96.853611
"CHICOMAPACFE","Chicomapa, Ver. CFE*",18.563333,-96.853611
"CHICOMUSELO","Chicomuselo, Chis. SGT*",15.750278,-92.281389
"CHICONAUTLAI","Chiconautla 1, Méx. SACMEX*",19.593889,-99.041667
"CHICONAUTLAII","Chiconautla 2, Méx. SACMEX*",19.515556,-99.108333
"CHICP","Manuel Moreno Torres, Chis.",16.941667,-93.100556
"CHIGR","Chilpancingo, Gro.",17.545278,-99.5
"CHIHUAHUAob","Observatorio de Chihuahua, Chih. SMN*",28.670556,-106.030278
"CHIHUAHUITA","Chihuahuita, N.L. INIFAP*",25.233333,-99.801389
"CHIHUAHUITASO","Chihuahuita, Son. REMAS*",27.106389,-109.478611
"CHIJL","Chapala Pequeña Irrigación Lerma Siete, Jal.",0,0
"CHILAPA","Chilapa, Gro. Protección Civil*",17.607222,-99.180833
"CHILAPAINIF","Chilapa, Gro. INIFAP*",17.647222,-99.112778
"CHILAPANCFE","Chilapán, Ver. CFE*",18.415,-95.118889
"CHILPANCINGOob","Observatorio de Chilpancingo, Gro. SMN*",17.55,-99.5
"CHIMC","Ciudad Hidalgo, Mich.",19.7,-100.55
"CHIMINEACILA","Chimenea, Son. CILA*",31.308889,-110.943333
"CHIMX","Chilesdo, Méx.",19.350556,-100.152778
"CHINA","Campo Experimental Chiná, Camp. INIFAP*",19.75,-90.450833
"CHINACATE","Chinacate, Chih. INIFAP*",28.495,-106.660833
"CHINATU","CHINATÚ, CHIH",26.229444,-106.770556
"CHINCHORROmar","Banco Chinchorro, Q. Roo. SEMAR*",18.755556,-87.300556
"CHINIPAS","Chínipas, Chih. *",27.392222,-108.535556
"CHINIPASCFE","Chínipas, Chih. CFE*",27.430278,-108.544722
"CHINL","Chinas, N.L.",25.7,-99.2
"CHINO","Chino Gordo, Son. REMAS*",26.797778,-108.971667
"CHIOX","Chicapa, Oax.",16.583333,-94.816667
"CHIPB","Chietla, Pue.",18.516111,-98.579167
"CHIPILON","Chipilón, Son. REMAS*",29.235833,-111.763056
"CHIQUILISTLAN","Chiquilistlán, Jal. INIFAP*",20.114167,-103.873611
"CHIVC","Chiconquiaco, Ver.",19.7,-96.866667
"CHIYC","Chan-Chichimilá, Yuc.",20.389444,-88.473333
"CHIZC","El Chique, Zac.",21.997222,-102.896111
"CHLDF","Chapultepec lago, Cd. de Méx.",19.423333,-99.183889
"CHLGR","Chilapa, Gro.",17.608611,-99.175833
"CHLJL","Chila, Jal.",20.489722,-102.944167
"CHLMC","Constitución de Apatzingán, Jal.",19.287778,-102.774167
"CHLMX","Chalco, Méx.",19.288333,-98.876111
"CHLPB","Cholula, Pue.",19.068611,-98.318056
"CHMCA","Champotón, Camp.",19.361667,-90.72
"CHMCP","Chicomuselo, Chis.",15.75,-92.283333
"CHMOX","Chimalapa, Oax.",16.91,-94.682222
"CHMR_MERIDA","Centro Hidrometeorológico Regional Mérida, Yuc. SMN*",20.983611,-89.657222
"CHMVC","Chicomapa, Ver.",18.563333,-96.853611
"CHNCH","Chinatú, Chih. SMN*",26.229444,-106.770556
"CHNCM","El Chanal, Col.",19.295,-103.702778
"CHNPB","Central Hidroeléctrica Necaxa, Pue.",20.225833,-98.032222
"CHNVC","Chinameca, Ver.",18.041667,-94.6625
"CHNYC","Chunchucmil, Yuc.",20.643889,-90.215278
"CHOAG","Cañada Honda, Ags.",22.007222,-102.197222
"CHOAPAN_PC","Santiago Choapan, Oax. Protección Civil*",17.355556,-95.914444
"CHOIXob","Observatorio de Choix, Sin. SMN*",26.716667,-108.333333
"CHOPEQUE","Chopeque, Chih. INIFAP*",28.263889,-107.16
"CHOQR","Observatorio de Chetumal, Q. Roo.",18.500556,-88.3275
"CHOSI","Choix Pueblo, Sin.",26.733333,-108.333333
"CHOTP","La Chona, Tamps.",23.374444,-98.031944
"CHOVC","Chocamán, Ver.",19.011389,-97.047778
"CHOYC","Chocholá, Yuc.",20.752778,-89.829444
"CHPCA","Chumpán, Camp.",18.212778,-91.508611
"CHPMX","Chapingo, Méx.",19.483333,-98.884722
"CHPNR","Chapalagana, Nay.",21.944167,-104.5
"CHPTP","El Chapeño, Tamps.",26.53,-99.14
"CHQZC","El Chique, Zac.",21.996667,-102.895556
"CHRGJ","La Chirimoya, Gto.",21.611944,-101.101944
"CHRMC","Churumuco, Mich.",18.655556,-101.631944
"CHRSL","Charcas, S.L.P.",23.131944,-101.107222
"CHSPB","Chila de la Sal, Pue.",18.109722,-98.567778
"CHTGR","B. Cuauhtenango, Gro.",17.545833,-99.211111
"CHTQR","Chetumal Tecnológico, Q. Roo.",18.518889,-88.300833
"CHTSO","Cuauhtémoc, Son.",30.873333,-111.516389
"CHUCA","Chunchintok, Camp.",19.359444,-89.581111
"CHUCARIT","Chucarit, Son. REMAS*",27.046667,-109.581944
"CHUCH","Chihuahua, Chih.",28.570556,-106.167778
"CHVCH","Chuviscar, Chih.",28.604722,-106.1
"CHVOX","Santiago Chivela, Oax.",16.501944,-95.059167
"CHXSI","Observatorio de Choix, Sin.",26.736111,-108.329167
"CHXYC","Chicxulub Puerto, Yuc.",21.290556,-89.619722
"CHYVC","Paso de Piedras, Ver.",21.7375,-98.155833
"CIANO","Ciano, Son. INIFAP*",27.369722,-109.928889
"CIAYC","Centro de Investigaciones Agropecuarias en Muna, Yuc.",20.41,-89.756111
"CICYC","Centro de Investigación Científica, Yuc.",21.03,-89.638056
"CIENEGADELTORO","Cienega del Toro, N.L. INIFAP*",25.087778,-100.331389
"CIENEGADELTOROI","Ciénega del Toro, N.L. INIFAP*",25.086111,-100.33
"CIENEGAGRANDE","Cienega Grande, Ags. INIFAP*",22.176389,-102.071389
"CIENMETROS","Avenida Cien Metros, Cd. de Méx. SACMEX*",19.470556,-99.136667
"CIHJL","Cihuatlán, Jal.",19.233333,-104.566667
"CII","Campo 2, Sin. INIFAP*",23.289444,-106.023889
"CILAAMSMX","Internacional La Amistad, Coah.",0,0
"CILAAMSUS","Presa la Amistad parte Estadounidense",0,0
"CILAFLCMX","Internacional Falcón, Tamps.",0,0
"CILAFLCUS","Presa Falcón parte Estadounidense",0,0
"CILANOGALES","CILA Nogales, Son, CILA*",31.293056,-110.946389
"CILANORTE","CILA Norte, Chih. SGT*",31.756944,-106.445278
"CIMDR","Cimarrones, Dgo.",26.282778,-105.253611
"CIMQT","Cimacuático, Qro.",20.518333,-100.340278
"CINBS","Ciudad Insurgentes, B.C.S.",25.263889,-111.776389
"CINCOHERMANOS","Cinco Hermanos, Sin. INIFAP*",24.827778,-107.86
"CINSO","Casa del Ciano, Son.",27.011944,-109.495
"CINTALARGA","Cinta Larga, Hgo. INIFAP*",20.206111,-99.22
"CIPRESPTEIMSS","Cipres Puente IMSS, Chis. SGT*",16.758611,-93.105833
"CIRMC","Circunvalación, Mich.",0,0
"CITLALTEPEC","Citlaltepec, Ver. SMN*",21.334444,-97.878611
"CIUDADMANTE","Ciudad Mante, Tamps. SMN*",22.744444,-98.983056
"CiudadUniv","C.U., N.L. SAHM*",25.7325,-100.308333
"CIVYC","Cinvestav, Yuc.",21.021389,-89.6275
"CIZDR","Colonia Ignacio Zaragoza, Dgo.",24.375,-105.147222
"CJACH","Casa de Janos, Chih.",30.656111,-108.456389
"CJMZC","Coronel Jesús Mejia, Zac.",21.331389,-102.855
"CJNBS","El Cajoncito, B.C.S.",24.159722,-110.161111
"CJNNR","Leonardo Rodríguez Alcaine, Nay.",21.428333,-104.450833
"CJNQT","El Cajón, Qro.",20.697222,-100.458611
"CJNSO","El Cajón, Son.",29.472222,-110.736389
"CJSQT","Los Cajones, Qro.",20.7,-100.430278
"CJTJL","Cajitlán, Jal.",0,0
"CJUCH","Centenario de Juárez, Chih.",26.73,-104.415278
"CJZCH","Ciudad Juárez, Chih.",31.736667,-106.400278
"CL1HD","Canal de Liga Uno de Rojo Gómez a Vicente Aguirre, Hgo.",20.366667,-99.322222
"CL2CH","Colina hidrométrica, Chih.",27.410278,-105.381667
"CL2CM","Canal principal margen derecha, Col.",18.82632222,-103.6259778
"CL2HD","Canal de Liga Dos de Rojo Gómez a Vicente Aguirre, Hgo.",20.365278,-99.321389
"CL2MC","Canal principal Callejones margen derecha, Mich.",19.281111,-103.659444
"CL2MX","San Luis Chalco, Méx.",19.284722,-98.873333
"CL3CM","Canal principal Callejones margen izquierda, Col.",18.825833,-103.623333
"CLAMX","Chalco, Méx.",19.256944,-98.894444
"CLAZC","Calerilla, Zac.",22.685,-102.629722
"CLCSI","Culiacán, Sin.",24.816667,-107.4
"CLEPB","Cleotilde Sosa, Pue.",18,-98.290833
"CLFMC","Canal Laguna del Fresno DR045, Mich.",19.833333,-100.4
"CLGGR","Cumbres del Llano Grande, Gro.",17.15,-98.931111
"CLHVC","Chalahuite, Ver.",21.068333,-97.545
"CLIJL","Colimilla, Jal.",20.696111,-103.226111
"CLIMAG2","Clima G2, Camp. INIFAP*",19.548333,-90.01
"CLKCA","Calkiní, Camp.",20.372778,-90.047778
"CLLCM","Callejones, Col.",18.826389,-103.626111
"CLMJL","La Colmena, Jal.",21.1,-102.614722
"CLMMX","La Colmena, Méx.",19.595,-99.298333
"CLMNL","Colombia, N.L.",27.7,-99.75
"CLNCH","Ing. Andrew Weiss, Chih.",27.577222,-105.3825
"CLNQT","Colon, Qro.",0,0
"CLNSI","Culiacancito, Sin.",24.8,-107.5
"CLOQT","Colón, Qro.",20.830278,-100.016667
"CLOSL","Cañada del lobo, S.L.P.",22.095556,-100.966389
"CLRCM","Caleras, Col.",18.998333,-103.883333
"CLRDR","Ciudad Lerdo, Dgo.",25.533333,-103.521667
"CLRMX","Colorines, Méx.",19.175556,-100.220278
"CLSMX","Chilesdo, Méx.",19.354444,-100.15
"CLTJL","Observatorio de Colotlán, Jal.",22.133333,-103.25
"CLTZC","Chilitas, Zac.",22.667778,-102.669444
"CLVAG","Calvillo, Ags.",21.826667,-102.189167
"CLYGJ","Celaya, Gto.",20.536389,-100.816667
"CLYMX","Calacoaya, Méx.",19.534167,-99.239444
"CM2CM","Coliman río, Col.",18.953333,-103.944167
"CMAQT","Corazón de María, Qro.",20.315556,-100.206389
"CMDCM","Observatorio de Colima, Col.",19.226389,-103.722222
"CMDQT","Corregidor Miguel Dominguez, Qro.",20.329722,-100.289167
"CMECOAYA","Campamento Mecoaya, Cd. de Méx. SACMEX*",19.486944,-99.182778
"CMEHD","El Carmen, Hgo.",20.3575,-99.604444
"CMEVC","Presa derivadora Camelpo, Ver.",18.74,-96.448611
"CMGTP","S-J-2-11 Camargo, Tamps.",26.25,-98.8
"CMIQT","Campo Militar, Qro.",20.513333,-100.38
"CMLCM","Comala, Col.",19.3175,-103.757222
"CMLVC","Camelpo, Ver.",18.738889,-96.455556
"CMMMR","Centro Internacional de Mejoramiento de Maíz y Trigo, Mor.",18.686944,-99.126389
"CMNGJ","Comonfort, Gto.",20.716667,-100.75
"CMNMC","Caimanera, Mich.",18.5,-100.9
"CMNQT","El Carmen, Qro.",20.810833,-100.309167
"CMORALES","Crescencio Morales, Mich. SMN*",19.490278,-100.241944
"CMPCA","Campeche, Camp.",19.838333,-90.544167
"CMPSO","Cumpas, Son.",30.235833,-109.816667
"CMQSO","Comaquito, Son.",30.819722,-110.710278
"CMROX","El Camarón, Oax.",16.5525,-96.033333
"CMRTP","Mier, Tamps.",26.430556,-99.148611
"CMTCM","Camotlán de Miraflores, Col.",19.2225,-104.2325
"CMTDF","Avenida Cien Metros, Cd. de Méx.",19.469722,-99.1375
"CMTMC","Cumuatillo, Mich.",20.111111,-102.661667
"CMTOX","Santiago Camotlán, Oax.",17.459167,-97.023056
"CMYDF","Campamento Mecoaya, Cd. de Méx.",19.486389,-99.183333
"CNAPB","Conagua, Pue.",19.022778,-98.198611
"CNCDR","Cuencamé, Dgo.",24.871944,-103.698889
"CNCQR","Cancún Radar, Q. Roo. SMN*",21.074444,-86.775833
"CNDCA","Candelaria, Camp.",18.183056,-91.046111
"CNDCH","Chínipas, Chih.",27.416667,-108.541667
"CNDQR","Candelaria, Q. Roo",19.737778,-88.9575
"CNDTP","Cándido Aguilar, Tamps.",25.030833,-98.814167
"CNEGJ","Cañada de Negros, Gto.",20.931389,-101.925833
"CNGPB","Chignahuapan, Pue.",19.743333,-98.049722
"CNHCA","Conhuas, Camp.",18.54,-89.922222
"CNLGR","Cuajinicuilapa, Gro.",16.47,-98.411944
"CNLZC","Canaleja, Zac.",22.508333,-102.645556
"CNNSO","Cananea, Son.",30.98,-110.290833
"CNPMX","La Concepción, Méx.",19.695,-99.304444
"CNSAG","Los Conos, Ags.",21.897778,-101.992222
"CNSQT","Constitución de 1917, Qro.",20.418611,-100.080278
"CNTBN","Canal norte, B.C.",32.6825,-114.748056
"CNTCL","El Centenario, Coah.",29.213611,-100.95
"CNTDR","Canatlán, Dgo.",24.5,-104.75
"CNTQT","El Centenario, Qro.",20.513333,-99.897778
"CO2QR","Cozumel, Q. Roo. SMN*",20.476944,-86.906944
"COAJL","Coatepec, Jal.",20.8,-104.083333
"COAMC","Coahuayana, Mich.",18.751667,-103.669167
"COAPA","Coapa, Cd. de Méx. UNAM*",19.287778,-99.134722
"COAPB","Coatzingo, Pue.",18.612778,-98.164722
"COATEPEC","Coatepec de los Olivos, Méx. SGT*",19.384444,-98.848333
"COATETELCO","Coatetelco, Mor. INIFAP*",18.721667,-99.292778
"COATOMATITLAN","Coatomatitlán, Gro. SGT*",17.470278,-99.324167
"COATZACOALCOmar","Coatzacoalcos, Ver. SEMAR*",18.149722,-94.406667
"COATZACOALCOob","Observatorio de Coatzacoalcos, Ver. SMN*",18.140278,-94.510833
"COATZACOALCOS","Coatzacoalcos, Ver. INIFAP*",18.140833,-94.427222
"COATZINGO","Coatzingo, Pue. INIFAP*",18.623333,-98.174444
"COAVC","Coatepec, Ver.",19.453889,-96.939444
"COBAEZVILLACOS","Cobaez Villa de Cos, Zac. INIFAP*",23.283611,-102.341667
"COBCA","Observatorio de Campeche, Camp.",19.838611,-90.507222
"COBMX","Observatorio de Toluca, Méx.",19.292222,-99.631667
"COBQR","Coba, Q. Roo",20.488611,-87.7375
"COBREGONCFE","Cristóbal Obregón, Chis. CFE*",16.441389,-93.466944
"COBSO","Observatorio de Ciudad Obregón, Son.",27.5,-109.938056
"COCGR","Cocula, Gro.",18.245278,-99.661944
"COCJL","Coculan, Jal.",20.315833,-103.810833
"COCOYOC","Cocoyoc, Mor. INIFAP*",18.888889,-98.990833
"COCULA","Cocula, Gro. SGT*",18.261111,-99.651389
"COEXAPA","Coexapa, Méx. INIFAP*",19.153056,-99.396944
"COIMC","Coíntzio, Mich.",19.629722,-101.259167
"COIXTLAHUACA_PC","Coixtlahuaca, Oax. Protección Civil*",17.712222,-97.330833
"COLCH","Casas Coloradas, Chih.",28.365,-106.974722
"COLCP","Colorado, Chis.",16.1,-91.2
"COLELCAPULIN","Colonia el Capulín, Chih. INIFAP*",30.7825,-107.948333
"COLEMANCIPACION","Colonia Emancipación, Zac. INIFAP*",23.216944,-103.036111
"COLGLZORTEGA","Colonia González Ortega, Zac. INIFAP*",23.969722,-103.451667
"COLIMAob","Observatorio de Colima, Col. SMN*",19.233333,-103.733333
"COLINA","Colina, Chih. SGT*",27.576389,-105.382222
"COLJL","Los Colomos, Jal. SMN*",20.706389,-103.392222
"COLJL2","Los Colomos, Jal. SMN*",20.706389,-103.392222
"COLLOSTULARES","Colonia Los Tulares, B.C.S. INIFAP*",25.08,-111.844722
"COLMODERNA","Colonia Moderna, Nay. INIFAP*",21.467222,-104.660278
"COLMX","Colorines, Méx.",19.178889,-100.225
"COLOMBIA","Colombia, N.L. SGT*",27.699167,-99.746944
"ColombiaC","cerca Colombia, N.L. CILA*",27.706389,-99.75
"COLOMOS","Colomos, Jal. *",20.706389,-103.392222
"COLONIA","Colonia Medano, Son. REMAS*",32.1725,-114.919722
"COLORADO","Llano Colorado, B.C. INIFAP*",31.251944,-116.161111
"COLORADORIVERR","Colorado River above Rockwood Weir CILA*",32.718611,-114.72
"COLORINESCFE","Colorines, Méx. CFE*",19.175556,-100.218333
"COLOTLANCFE","Colotlán, Jal. CFE*",22.1,-103.266667
"COLOTLANob","Observatorio de Colotlán, Jal. SMN*",22.107222,-103.267778
"COLOTLIPACFE","Colotlipa, Gro. CFE*",17.408889,-99.168056
"COLPROGRESO","Colonia Progreso, Zac. INIFAP*",23.816389,-103.329167
"COMACALCO","Comalcalco, Tab. SGT*",18.259722,-93.211389
"COMALCALCO","Comalcalco, Tab. Protección Civil*",18.170833,-93.2425
"COMCP","Comitán, Chis.",16.25,-92.133333
"COMEDEROCFE","Comedero, Sin. CFE*",24.570278,-106.806944
"COMGJ","Comanjilla, Gto.",21.068056,-101.474722
"COMGR","Presa derivadora La Comunidad, Gro.",18.119167,-100.525278
"COMHD","Comalillo, Hgo.",20.279444,-98.715833
"COMITAN","Comitán, Chis. INIFAP*",16.258056,-92.093889
"COMITANCILLO","Comitancillo, Oax. INIFAP*",16.488889,-95.143611
"COMITANob","Observatorio de Comitán, Chis. SMN*",16.233333,-92.133333
"COMMC","Coalcomán, Mich.",18.773333,-103.170278
"COMPOSTELA","Compostela, Nay. INIFAP*",21.230556,-104.883611
"CONAGUAOFC","Conagua Oficinas Centrales, Cd. de Méx. SGT*",19.3375,-99.19
"CONBS","Ciudad Constitución, B.C.S. SMN*",25.009722,-111.658333
"CONCA","Conca, Qro. INIFAP*",21.441111,-99.638056
"CONCEPHIDALGO","Concepción Hidalgo, Tlax. INIFAP*",19.391667,-97.826389
"CONCHOSob","Observatorio de Conchos, Chih. SMN*",26.949722,-106.353889
"CONCORDIA","Concordia, Sin. INIFAP*",23.289444,-106.023889
"CONDESA","Condesa, Cd. de Méx. UNAM*",19.407222,-99.171944
"CONGJ","El Conejo 2, Gto.",20.728056,-101.399444
"CONNL","Congregación Calles, N.L.",25.17,-99.16
"CONSL","La Concordia, S.L.P.",22.356944,-100.566111
"CONSO","Cajón de Onapa, Son.",29,-109.2
"CONST1857","Constitución de 1857, B.C. SMN*",32.042222,-115.921667
"CONSTITUCION","Constitución, Chis. INIFAP*",16.210556,-92.386667
"CONTP","Control, Tamps.",25.966389,-97.817778
"CONTRERAS","Contreras, Cd. de Méx. UNAM*",19.306389,-99.247222
"CONYC","Conkal, Yuc.",21.078889,-89.501111
"COOCP","Observatorio de Comitán, Chis.",16.2,-92.1
"COPALA","Copala, Gro. Protección Civil*",16.608889,-98.978611
"COPALgp","El Copal, Gto. INIFAP*",20.744444,-101.3275
"COPALILLO","Copalillo, Gro. Protección Civil*",18.066111,-99.003333
"COPGR","Copala, Gro.",16.614722,-98.970833
"COPIPOZO11","Copi Pozo 11, Camp. INIFAP*",19.667778,-90.000278
"COPVC","El Copital, Ver.",18.966667,-96.205
"COQUIMATLAN","Coquimatlán, Col. INIFAP*",19.181667,-103.848333
"CORCM","Corazón, Col.",19.3925,-103.551111
"CORDOBA","Córdoba, Ver. SMN*",18.89,-96.923056
"CORDOBASGT","Córdoba, Ver. SGT*",18.89,-96.923056
"CORGJ","Coroneo, Gto.",20.198333,-100.363333
"CORJL","Corona, Jal.",20.404167,-103.083333
"CORMC","Corrales, Mich.",20.207222,-101.861667
"CORONA","Corona, Tamps. SGT*",23.937778,-98.936389
"CORONEL","El Coronel, Son. REMAS*",31.656389,-112.4125
"COROZAL","Corozal, INIFAP*",18.303333,-88.507778
"CORRAL","Estación Corral,  Son. REMAS*",27.615833,-109.927222
"CORRALEJO","Corralejo Hidalgo, Gto. Protección Civil*",20.506667,-101.630278
"CORRALES","Los Corrales, Son. REMAS*",30.467222,-111.556389
"CORRALNUEVO","Corral Nuevo, Ver. INIFAP*",18.079167,-95.138889
"CORTP","Corona, Tamps.",23.887222,-98.936667
"CORVC","Córdoba, Ver.",18.886111,-96.088056
"CORZC","Concepción del Oro, Zac.",24.621389,-101.389444
"COSAMALOAPAN","Cosamaloapan, Ver. INIFAP*",18.385,-95.806667
"COSCOMATEPEC","Coscomatepec Centro de Bachillerato Tecnológico 99, Ver. SMN*",19.065833,-97.040833
"COSCOMATEPECB","Coscomatepec, Ver. SGT*",19.073333,-97.0475
"COSOX","Cosoltepec, Oax.",16.780278,-97.799444
"COSQT","Presa derivadora Constitución de 1857, Qro.",20.363333,-99.999444
"COSTARICA","Costa Rica, Sin. INIFAP*",24.544444,-107.406389
"COSTERO","El Costero, Son. REMAS*",30.742778,-112.873056
"COSVC","Coscomatepec, Ver.",19.073056,-97.047778
"COTAXTLA","Cotaxtla, Ver. INIFAP*",18.933611,-96.193056
"COTAXTLAVER","Cotaxtla, Ver. SGT*",18.834167,-96.395
"COTQT","El Coto, Qro.",20.394167,-100.133333
"COTVC","Observatorio de Coatzacoalcos, Ver.",18.1,-94.4
"COUVC","Coyutla, Ver.",20.247778,-97.6575
"COYGJ","Los Coyotes, Gto.",21.016667,-100.480833
"COYOLDF","Coyol, Cd. de Méx. SACMEX*",19.484722,-99.09
"COYOTES","Los Coyotes Cesave, Son. INIFAP*",30.486111,-109.896111
"COYUCA","Coyuca, Gro. SGT*",18.337778,-100.714167
"COYVC","Coyutla, Ver.",20.258889,-97.655
"COZOX","San Francisco Cozoaltepec, Oax.",15.812222,-96.721944
"COZQR","Cozumel, Q. Roo",20.51,-86.946111
"COZUMEL","COZUMEL, QUINTANA ROO",20.476944,-86.906944
"COZUMELmar","Cozumel, Q. Roo SEMAR*",20.506944,-86.956389
"CP115CH","KM 115 + 100",28.2,-108.6
"CP140CH","km 140 + 000",28.2,-106.6
"CP16CH","km 16 + 100",28.2,-105.6
"CP1JL","Dique uno de Cajón de Peñas, Jal.",20,-105.152222
"CP1SO","Calle Cuatro y Prolongación Doce, Son.",27.300556,-110.180278
"CP2NL","Cerro Prieto hidrométrica, N.L.",24.976389,-99.383333
"CP3JL","Dique tres de Cajón de Peñas, Jal.",20,-105.151111
"CP4JL","Dique cuatro de Cajón de Peñas, Jal.",20.016667,-105.15
"CP6SO","Calle Cuatro y Prolongación Seis, Son.",27.425556,-110.248611
"CP89CH","km 89 + 500",28.5,-105.6
"CPAB01","Antonio Bombano Tuxtla Gutiérrez, Chis. SGT*",16.753333,-93.308611
"CPAMC","Copándaro, Mich.",20.001667,-102.861389
"CPAMX","Chapingo, Méx.",19.484722,-98.886389
"CPANL","Corral de Palmas, N.L.",25.556667,-100.398056
"CPAOX","Concepción Pápalo, Oax.",17.833333,-96.866667
"CPBE03","Berriozabal Tuxtla Gutiérrez, Chis. SGT*",16.800278,-93.267778
"CPBQT","El Capulín, Qro.",0,0
"CPCA04","La Caridad Tuxtla Gutiérrez, Chis. SGT*",16.799444,-93.235833
"CPEBS","Colonia Plutarco Elias Calles, B.C.S.",23.213889,-110.142222
"CPEHD","Canal a Presa Endhó, Hgo.",20.132222,-99.351944
"CPEJL","Cajón de Peña, Jal.",19.9975,-105.129722
"CPIMC","Canal Pinzán, Mich.",19.75,-100.333333
"CPLGJ","Copalillo, Gto.",20.721667,-101.346667
"CPLPB","Capulac, Pue.",19.092778,-98.059444
"CPLQT","El Capulin, Qro.",0,0
"CPLVC","Capulines, Ver.",18.856667,-96.291111
"CPMI07","El Mirador Tuxtla Gutiérrez, Chis. SGT*",16.885278,-93.239722
"CPOM08","Observatorio de Tuxtla Gutiérrez, Chis. SGT*",16.763056,-93.147222
"CPPTL","Calpulalpan, Tlax.",19.586111,-98.563889
"CPREVISION","Centro de Previsión, Ver.",19.1425,-96.111389
"CPRGR","Colonia Progreso, Gro.",16.879722,-99.914722
"CPRNL","José López Portillo, N.L.",24.9375,-99.399722
"CPRTP","Canal principal, Tamps.",26.2,-98.92
"CPRVC","Centro de Previsión, Ver. SMN*",19.1425,-96.111389
"CPSO02","Solidaridad Tuxtla Gutiérrez, Chis. SGT*",16.768889,-93.26
"CPULMO","Cabo Pulmo, B.C.S. SMN*",23.445278,-109.424444
"CPUMC","Carrillo Puerto, Mich.",19.55,-101.05
"CPVC06","Viva Cardenás Tuxtla Gutiérrez, Chis. SGT*",16.833889,-93.194444
"CPVH05","Vistahermosa Tuxtla Gutiérrez, Chis. SGT*",16.845556,-93.3025
"CQMCM","Coquimatlán, Col.",19.2125,-103.804167
"CRAEREYNOSA","Centro Regional Alta Especialidad Reynosa, Tamps. SGT*",26.016389,-98.189444
